,sex,row_number,liters_drunk,drink,check_number,label,age_child,age_adult,age_old,morning,day,evening
1082,0,80.0,2.0,1,4661,0,False,True,False,False,True,False
1083,1,43.0,2.5,0,7065,1,False,True,False,False,False,True
1084,1,89.0,5.0,1,8679,1,False,True,False,False,False,True
1085,1,35.0,5.0,0,6277,1,False,False,True,False,False,True
1086,0,68.0,5.0,1,7057,1,False,True,False,True,False,False
1087,0,99.0,2.5,0,9163,0,False,False,True,True,False,False
1088,0,85.0,1.0,1,6875,0,False,True,False,True,False,False
1089,1,52.0,3.0,0,3683,0,False,False,True,True,False,False
1090,1,99.0,5.0,1,917,1,False,True,False,False,False,True
1091,1,50.0,2.5,1,7707,0,False,False,True,False,True,False
1092,1,70.0,4.0,1,478,1,False,True,False,True,False,False
1093,1,70.0,3.0,1,3545,1,False,False,True,False,False,True
1094,1,77.0,0.0,0,9720,0,False,False,True,True,False,False
1095,1,94.0,4.0,1,1094,1,False,False,True,False,False,True
1096,0,27.0,0.0,0,4525,1,False,False,True,False,False,True
1097,1,11.0,0.0,0,2615,1,False,True,False,False,True,False
1098,0,9.0,2.5,0,6966,0,False,True,False,True,False,False
1099,0,61.0,3.0,0,3373,1,False,False,True,False,True,False
1100,1,61.0,2.5,1,5975,0,False,True,False,True,False,False
1101,0,2.0,2.0,0,9176,1,False,False,True,False,True,False
1102,1,59.0,5.0,0,6630,0,False,True,False,True,False,False
1103,1,36.0,1.0,1,9603,0,False,False,True,True,False,False
1104,1,14.0,2.5,1,4476,0,False,False,True,True,False,False
1105,0,7.0,3.0,1,353,1,False,True,False,False,False,True
1106,0,97.0,4.0,0,619,0,False,False,True,True,False,False
1107,0,21.0,4.0,0,7216,1,False,True,False,False,False,True
1108,1,17.0,0.0,1,2291,1,False,True,False,False,False,True
1109,1,73.0,3.0,1,4177,0,False,True,False,True,False,False
1110,0,55.0,3.0,0,7127,1,False,False,True,False,True,False
1111,1,57.0,2.5,1,1661,1,False,True,False,False,False,True
1112,0,97.0,5.0,1,5538,1,False,True,False,False,True,False
1113,0,80.0,0.0,1,9379,1,False,True,False,False,False,True
1114,0,60.0,2.0,0,6126,1,False,False,True,False,False,True
1115,1,81.0,3.0,1,1093,0,False,True,False,True,False,False
1116,0,95.0,1.0,0,6793,0,False,True,False,True,False,False
1117,1,100.0,4.0,1,8443,1,False,True,False,True,False,False
1118,1,79.0,5.0,1,4595,1,False,True,False,False,False,True
1119,0,5.0,2.5,1,231,1,False,True,False,False,False,True
1120,1,21.0,2.0,0,3237,1,False,True,False,False,True,False
1121,1,76.0,3.0,0,7207,1,False,False,True,False,True,False
1122,0,41.0,5.0,0,1204,1,False,True,False,False,True,False
1123,0,21.0,2.0,1,3428,1,False,True,False,False,True,False
1124,1,95.0,4.0,0,2574,0,False,True,False,True,False,False
1125,1,68.0,1.0,0,3067,0,False,True,False,False,True,False
1126,0,98.0,2.0,1,1792,1,False,False,True,False,True,False
1127,0,0.0,2.5,0,7730,1,False,False,True,False,False,True
1128,0,66.0,5.0,0,912,1,False,True,False,False,False,True
1129,1,23.0,0.0,0,1755,0,False,False,True,False,True,False
1130,1,59.0,1.0,0,3767,1,False,False,True,False,False,True
1131,1,9.0,4.0,0,1980,1,False,True,False,False,False,True
1132,1,30.0,2.0,0,6862,0,False,True,False,True,False,False
1133,1,19.0,1.0,0,5921,1,False,True,False,False,False,True
1134,1,27.0,2.0,0,3339,1,False,False,True,False,True,False
1135,1,20.0,2.0,0,7041,0,False,True,False,True,False,False
1136,0,38.0,4.0,0,8333,0,False,False,True,True,False,False
1137,0,88.0,4.0,0,5516,1,True,False,False,False,True,False
1138,1,73.0,5.0,0,8076,1,True,False,False,False,False,True
1139,1,44.0,3.0,1,6266,1,False,True,False,False,False,True
1140,1,7.0,2.0,0,8913,0,True,False,False,True,False,False
1141,1,69.0,3.0,0,1623,0,False,False,True,False,True,False
1142,0,15.0,2.0,1,3738,1,False,False,True,False,False,True
1143,0,34.0,2.0,0,747,0,False,True,False,True,False,False
1144,0,79.0,1.0,1,1896,1,False,True,False,False,False,True
1145,0,51.0,4.0,1,5045,1,False,False,True,False,True,False
1146,0,21.0,0.0,1,4544,1,False,True,False,False,False,True
1147,1,56.0,3.0,0,2439,1,False,False,True,False,False,True
1148,1,94.0,3.0,0,5601,0,False,False,True,True,False,False
1149,1,87.0,3.0,1,7363,0,False,True,False,True,False,False
1150,0,29.0,2.0,1,6747,1,False,False,True,False,False,True
1151,0,41.0,5.0,1,8416,1,False,True,False,False,True,False
1152,1,65.0,5.0,1,7624,1,False,False,True,False,False,True
1153,1,84.0,2.0,1,607,1,False,True,False,False,True,False
1154,1,46.0,3.0,0,6726,1,False,True,False,False,False,True
1155,1,7.0,2.0,0,4484,1,False,False,True,False,False,True
1156,1,65.0,4.0,0,9782,0,False,True,False,True,False,False
1157,0,34.0,2.5,0,935,1,True,False,False,False,True,False
1158,1,38.0,2.0,0,1468,0,False,False,True,True,False,False
1159,1,78.0,2.0,0,8604,0,False,True,False,True,False,False
1160,0,23.0,2.0,1,5157,0,False,False,True,True,False,False
1161,1,14.0,1.0,0,8226,0,False,False,True,True,False,False
1162,0,57.0,5.0,0,4721,1,False,True,False,False,False,True
1163,1,94.0,2.0,1,2876,0,False,True,False,True,False,False
1164,1,89.0,4.0,1,8331,1,False,False,True,False,False,True
1165,0,94.0,2.0,0,1552,1,False,False,True,False,False,True
1166,1,4.0,1.0,0,7107,1,True,False,False,False,True,False
1167,1,100.0,5.0,0,4816,1,True,False,False,False,True,False
1168,0,41.0,2.5,0,6249,0,False,True,False,True,False,False
1169,0,3.0,3.0,0,8096,1,True,False,False,False,False,True
1170,1,23.0,5.0,0,3769,0,False,False,True,False,True,False
1171,0,18.0,0.0,0,9622,1,False,False,True,False,False,True
1172,0,37.0,1.0,1,494,0,False,False,True,False,True,False
1173,0,48.0,1.0,0,1262,1,False,True,False,False,False,True
1174,0,34.0,4.0,0,3802,0,False,False,True,True,False,False
1175,1,32.0,5.0,0,9757,1,True,False,False,False,False,True
1176,0,75.0,3.0,1,7724,1,False,False,True,False,True,False
1177,0,83.0,2.0,1,8490,0,False,False,True,True,False,False
1178,0,69.0,2.5,1,432,1,False,True,False,False,False,True
1179,1,85.0,2.0,1,1279,0,False,False,True,False,True,False
1180,1,9.0,2.0,0,2148,0,False,False,True,False,True,False
1181,0,18.0,4.0,1,8963,1,False,False,True,False,False,True
1182,0,77.0,2.0,0,6327,0,False,False,True,True,False,False
1183,1,85.0,5.0,1,8372,1,False,False,True,False,True,False
1184,0,87.0,2.0,1,8722,1,False,False,True,False,True,False
1185,0,63.0,0.0,0,2867,0,False,False,True,True,False,False
1186,1,90.0,0.0,0,4380,0,True,False,False,True,False,False
1187,1,18.0,2.5,0,5103,1,False,True,False,False,False,True
1188,0,73.0,1.0,0,5102,0,False,True,False,False,True,False
1189,0,85.0,2.5,1,1403,1,False,True,False,False,False,True
1190,0,45.0,5.0,0,5574,1,False,True,False,False,False,True
1191,0,76.0,4.0,1,375,1,False,False,True,False,False,True
1192,1,17.0,1.0,0,6896,1,False,False,True,False,False,True
1193,1,51.0,2.0,0,8862,1,False,True,False,False,True,False
1194,0,100.0,0.0,0,6823,1,False,True,False,False,False,True
1195,0,26.0,3.0,0,6305,1,False,True,False,False,True,False
1196,1,22.0,4.0,1,6275,1,False,False,True,False,False,True
1197,0,98.0,1.0,0,1877,0,False,False,True,True,False,False
1198,1,63.0,2.0,0,2228,1,False,False,True,False,True,False
1199,0,68.0,1.0,1,1893,1,False,False,True,False,False,True
1200,1,62.0,1.0,0,9217,1,False,False,True,False,False,True
1201,0,9.0,4.0,0,5168,1,False,True,False,False,True,False
1202,1,48.0,2.0,1,922,0,False,True,False,True,False,False
1203,0,33.0,0.0,0,1004,1,False,True,False,False,False,True
1204,0,19.0,0.0,0,1448,1,False,False,True,False,True,False
1205,1,59.0,4.0,0,3941,1,False,True,False,False,True,False
1206,1,59.0,1.0,0,5894,1,False,False,True,False,False,True
1207,0,91.0,2.0,1,2287,0,False,False,True,True,False,False
1208,1,72.0,5.0,0,1839,1,False,True,False,False,False,True
1209,1,98.0,1.0,1,2608,1,False,False,True,False,False,True
1210,0,97.0,4.0,0,8325,0,False,False,True,True,False,False
1211,1,64.0,4.0,1,2581,0,False,False,True,True,False,False
1212,1,65.0,2.0,1,8502,1,False,False,True,False,True,False
1213,1,62.0,0.0,1,1551,0,False,True,False,False,True,False
1214,1,49.0,0.0,1,3958,0,False,True,False,True,False,False
1215,0,93.0,4.0,0,6743,1,True,False,False,False,False,True
1216,0,61.0,1.0,0,6800,0,False,False,True,True,False,False
1217,0,30.0,0.0,0,7487,1,True,False,False,False,False,True
1218,0,11.0,1.0,0,4504,1,False,False,True,False,False,True
1219,1,19.0,0.0,1,7143,0,False,False,True,True,False,False
1220,1,8.0,2.0,0,1582,0,False,True,False,True,False,False
1221,0,61.0,3.0,0,104,1,False,True,False,False,True,False
1222,1,77.0,4.0,1,8582,1,False,False,True,False,True,False
1223,0,20.0,0.0,0,8842,0,True,False,False,True,False,False
1224,1,32.0,2.0,1,1629,0,False,False,True,True,False,False
1225,1,39.0,1.0,0,616,0,False,False,True,True,False,False
1226,1,28.0,1.0,1,362,0,False,False,True,True,False,False
1227,1,68.0,1.0,0,5338,0,False,True,False,True,False,False
1228,1,42.0,1.0,1,1991,1,False,True,False,False,True,False
1229,1,20.0,2.5,0,7372,1,False,True,False,False,True,False
1230,1,95.0,5.0,0,5502,1,False,True,False,False,False,True
1231,1,93.0,3.0,1,30,0,False,False,True,True,False,False
1232,1,15.0,1.0,0,8304,1,False,True,False,False,True,False
1233,1,62.0,0.0,1,2062,1,False,True,False,False,True,False
1234,1,100.0,0.0,0,9257,1,False,False,True,False,True,False
1235,1,84.0,5.0,1,7150,1,False,False,True,False,False,True
1236,0,64.0,2.5,1,5403,1,False,False,True,False,True,False
1237,0,5.0,3.0,1,6238,1,False,True,False,False,False,True
1238,0,23.0,1.0,1,808,1,False,False,True,False,True,False
1239,1,100.0,2.0,0,3655,0,False,True,False,True,False,False
1240,0,36.0,3.0,1,7499,1,False,True,False,False,True,False
1241,0,2.0,5.0,1,5289,1,False,False,True,False,False,True
1242,1,18.0,1.0,1,4899,0,False,False,True,False,True,False
1243,0,58.0,3.0,0,6992,1,False,False,True,False,False,True
1244,1,100.0,2.0,0,282,1,False,False,True,False,False,True
1245,0,5.0,2.0,1,7156,1,False,False,True,False,False,True
1246,1,20.0,3.0,0,5729,1,False,True,False,False,True,False
1247,1,7.0,4.0,0,7614,0,False,False,True,True,False,False
1248,1,11.0,5.0,0,5235,0,False,True,False,True,False,False
1249,1,38.0,0.0,0,7362,1,False,True,False,False,True,False
1250,1,88.0,2.0,0,4707,1,False,True,False,False,False,True
1251,1,20.0,2.0,1,8085,0,False,False,True,False,True,False
1252,1,58.0,5.0,0,9928,1,False,False,True,False,False,True
1253,1,93.0,1.0,0,9884,1,False,True,False,False,False,True
1254,1,44.0,2.0,1,2501,1,False,False,True,False,True,False
1255,0,90.0,3.0,0,1337,1,False,False,True,False,False,True
1256,1,3.0,0.0,0,3116,0,False,True,False,True,False,False
1257,1,3.0,4.0,0,9458,1,False,False,True,False,True,False
1258,0,31.0,4.0,0,547,1,True,False,False,False,True,False
1259,1,79.0,4.0,1,7080,0,False,False,True,False,True,False
1260,1,52.0,2.0,1,3355,1,False,False,True,False,True,False
1261,1,34.0,1.0,0,2372,1,True,False,False,False,False,True
1262,0,86.0,0.0,0,9085,0,True,False,False,True,False,False
1263,1,23.0,1.0,1,5759,0,False,True,False,True,False,False
1264,0,36.0,1.0,0,801,1,False,True,False,False,False,True
1265,1,68.0,2.0,0,3538,1,False,False,True,False,False,True
1266,1,67.0,3.0,0,3957,1,False,False,True,False,True,False
1267,0,70.0,2.0,0,4590,0,False,False,True,True,False,False
1268,0,63.0,2.0,0,1411,1,False,False,True,False,True,False
1269,0,42.0,4.0,0,7108,0,False,False,True,True,False,False
1270,1,47.0,0.0,0,9950,1,False,False,True,False,True,False
1271,0,63.0,3.0,1,583,1,False,True,False,False,False,True
1272,0,34.0,2.0,1,2307,0,False,False,True,True,False,False
1273,1,82.0,1.0,1,2367,1,False,True,False,False,True,False
1274,1,74.0,1.0,0,9535,0,False,False,True,False,True,False
1275,0,100.0,5.0,0,6785,1,False,True,False,False,False,True
1276,0,93.0,3.0,0,9419,0,True,False,False,True,False,False
1277,1,91.0,1.0,0,5423,1,False,False,True,False,False,True
1278,1,69.0,4.0,1,25,1,False,True,False,False,True,False
1279,1,100.0,5.0,0,5083,1,False,True,False,False,True,False
1280,0,71.0,2.5,0,4627,0,True,False,False,True,False,False
1281,0,11.0,4.0,0,610,0,False,False,True,False,True,False
1282,1,78.0,4.0,1,1655,1,False,False,True,False,False,True
1283,1,5.0,1.0,1,486,1,False,True,False,False,False,True
1284,1,65.0,0.0,1,9652,1,False,False,True,False,True,False
1285,1,35.0,5.0,1,3076,1,False,False,True,False,False,True
1286,0,85.0,4.0,0,4682,0,False,False,True,False,True,False
1287,1,46.0,3.0,0,6839,0,False,False,True,True,False,False
1288,0,38.0,1.0,1,5689,1,False,False,True,False,True,False
1289,1,54.0,1.0,0,9836,0,False,True,False,True,False,False
1290,1,25.0,4.0,0,7385,1,True,False,False,False,False,True
1291,0,79.0,0.0,0,712,0,False,False,True,False,True,False
1292,1,77.0,2.5,1,9691,0,False,False,True,False,True,False
1293,1,65.0,0.0,0,4605,0,False,False,True,True,False,False
1294,0,2.0,4.0,1,8324,1,False,False,True,False,False,True
1295,1,47.0,3.0,0,1312,1,True,False,False,False,True,False
1296,1,100.0,2.0,1,5277,0,False,True,False,True,False,False
1297,0,86.0,4.0,0,4929,0,False,True,False,True,False,False
1298,1,64.0,0.0,0,7353,0,False,False,True,True,False,False
1299,0,36.0,5.0,0,5145,1,True,False,False,False,True,False
1300,0,63.0,0.0,0,2299,1,False,False,True,False,False,True
1301,1,70.0,0.0,0,7777,1,False,True,False,False,True,False
1302,1,7.0,5.0,0,4497,1,False,True,False,False,False,True
1303,1,95.0,0.0,0,5306,1,False,False,True,False,False,True
1304,1,23.0,2.5,0,9350,0,True,False,False,True,False,False
1305,0,77.0,1.0,1,3615,1,False,True,False,False,True,False
1306,0,67.0,2.5,1,2479,1,False,False,True,False,True,False
1307,1,74.0,2.0,0,9501,0,True,False,False,False,True,False
1308,0,96.0,1.0,1,1144,0,False,True,False,False,True,False
1309,1,32.0,2.0,0,2717,1,True,False,False,False,False,True
1310,1,3.0,3.0,1,8189,1,False,False,True,False,True,False
1311,0,17.0,2.5,1,6222,1,False,True,False,False,False,True
1312,1,1.0,3.0,1,685,1,False,True,False,False,False,True
1313,0,74.0,0.0,0,4132,1,False,True,False,False,False,True
1314,0,100.0,4.0,1,9966,0,False,False,True,True,False,False
1315,0,91.0,2.0,0,2216,0,False,True,False,False,True,False
1316,1,38.0,0.0,0,6701,0,False,False,True,False,True,False
1317,1,3.0,2.5,0,7006,0,False,False,True,True,False,False
1318,1,33.0,5.0,1,3984,1,False,True,False,True,False,False
1319,1,54.0,1.0,1,192,1,False,False,True,False,True,False
1320,0,36.0,2.0,1,7265,1,False,False,True,False,False,True
1321,0,58.0,2.0,1,3327,1,False,False,True,False,False,True
1322,0,66.0,2.0,0,5629,0,False,False,True,True,False,False
1323,0,84.0,3.0,0,4404,1,False,False,True,False,False,True
1324,0,0.0,2.0,1,6196,1,False,True,False,False,False,True
1325,1,67.0,4.0,1,3142,1,False,False,True,False,False,True
1326,1,34.0,1.0,0,1149,1,False,True,False,False,True,False
1327,0,39.0,2.5,1,5048,1,False,False,True,False,True,False
1328,1,26.0,2.5,1,8706,1,False,False,True,False,False,True
1329,1,18.0,2.5,1,5254,0,False,False,True,True,False,False
1330,1,44.0,0.0,0,3962,0,False,False,True,False,True,False
1331,0,85.0,4.0,1,8289,1,False,True,False,False,True,False
1332,1,6.0,5.0,0,4933,1,True,False,False,True,False,False
1333,0,83.0,2.0,1,6321,1,False,False,True,False,True,False
1334,0,57.0,3.0,0,1267,0,False,False,True,True,False,False
1335,1,48.0,3.0,0,5032,1,True,False,False,False,True,False
1336,0,75.0,0.0,0,321,1,False,False,True,False,False,True
1337,1,84.0,0.0,1,601,1,False,True,False,False,False,True
1338,1,72.0,0.0,1,9941,1,False,True,False,False,False,True
1339,1,30.0,2.5,1,7867,0,False,True,False,True,False,False
1340,0,21.0,1.0,1,4629,1,False,True,False,False,True,False
1341,1,67.0,3.0,1,72,1,False,True,False,False,False,True
1342,0,48.0,3.0,0,1432,1,False,True,False,False,True,False
1343,0,62.0,3.0,0,5366,0,False,False,True,False,True,False
1344,1,58.0,0.0,0,5075,0,False,False,True,True,False,False
1345,1,91.0,4.0,0,2773,0,False,False,True,True,False,False
1346,0,85.0,2.0,0,636,1,False,False,True,False,False,True
1347,0,0.0,5.0,1,257,1,False,True,False,False,True,False
1348,1,89.0,3.0,1,2710,0,False,False,True,True,False,False
1349,0,38.0,3.0,1,5050,1,False,True,False,False,False,True
1350,1,39.0,4.0,0,9773,0,False,True,False,True,False,False
1351,0,12.0,3.0,0,9994,1,False,True,False,False,False,True
1352,1,83.0,3.0,0,2590,1,False,False,True,False,True,False
1353,0,72.0,4.0,0,427,1,False,False,True,False,False,True
1354,0,39.0,3.0,1,7400,1,False,True,False,False,True,False
1355,1,7.0,4.0,0,5377,1,False,True,False,False,False,True
1356,0,77.0,0.0,0,5519,0,False,True,False,False,True,False
1357,1,50.0,2.5,1,1010,1,False,True,False,False,False,True
1358,0,18.0,4.0,1,5949,1,False,True,False,True,False,False
1359,1,49.0,4.0,0,4077,0,True,False,False,True,False,False
1360,0,15.0,4.0,0,8658,0,False,True,False,True,False,False
1361,0,37.0,4.0,0,4312,1,True,False,False,False,False,True
1362,0,100.0,0.0,1,9834,0,False,False,True,True,False,False
1363,1,100.0,4.0,0,5644,0,False,False,True,True,False,False
1364,0,21.0,1.0,1,8237,0,False,True,False,True,False,False
1365,1,38.0,1.0,0,1682,1,False,True,False,False,False,True
1366,0,85.0,5.0,1,4326,1,False,False,True,False,False,True
1367,0,42.0,4.0,1,4220,0,False,False,True,True,False,False
1368,1,100.0,1.0,1,7579,0,False,True,False,True,False,False
1369,1,45.0,2.5,0,7038,1,True,False,False,False,True,False
1370,1,13.0,2.5,0,1140,1,True,False,False,False,True,False
1371,0,100.0,0.0,0,1762,1,False,False,True,False,False,True
1372,1,100.0,5.0,1,9683,1,False,True,False,False,False,True
1373,1,68.0,2.0,0,7524,0,False,False,True,True,False,False
1374,1,56.0,3.0,1,4807,1,False,True,False,False,True,False
1375,0,77.0,5.0,0,2359,1,True,False,False,True,False,False
1376,1,67.0,4.0,1,2464,1,False,True,False,True,False,False
1377,0,81.0,5.0,0,6554,1,True,False,False,False,True,False
1378,0,52.0,4.0,0,1012,0,False,False,True,False,True,False
1379,0,100.0,4.0,1,3832,1,False,True,False,True,False,False
1380,0,100.0,3.0,1,6367,0,False,False,True,True,False,False
1381,0,68.0,0.0,0,649,0,False,False,True,True,False,False
1382,0,27.0,2.5,0,5961,1,False,True,False,False,False,True
1383,0,75.0,4.0,0,3359,1,False,False,True,False,False,True
1384,1,69.0,0.0,0,6867,0,False,False,True,True,False,False
1385,0,71.0,1.0,1,3850,0,False,True,False,True,False,False
1386,0,85.0,3.0,1,8975,0,False,False,True,True,False,False
1387,1,37.0,4.0,1,5638,1,False,False,True,False,False,True
1388,1,30.0,0.0,0,825,1,False,True,False,False,True,False
1389,1,97.0,1.0,0,1520,1,False,False,True,False,False,True
1390,1,24.0,2.5,0,4049,0,False,False,True,True,False,False
1391,0,33.0,0.0,0,3739,1,True,False,False,False,True,False
1392,1,61.0,1.0,1,3546,1,False,False,True,False,True,False
1393,0,94.0,0.0,1,5214,0,False,True,False,False,True,False
1394,1,57.0,2.5,0,629,1,False,True,False,False,True,False
1395,0,85.0,5.0,1,1571,1,False,True,False,False,True,False
1396,1,79.0,2.5,0,6551,1,False,True,False,False,True,False
1397,0,82.0,5.0,0,8571,1,False,False,True,False,False,True
1398,0,64.0,4.0,0,851,0,False,True,False,False,True,False
1399,0,41.0,5.0,1,7440,1,False,True,False,False,True,False
1400,1,4.0,2.5,0,7138,1,False,True,False,False,False,True
1401,0,26.0,4.0,0,8192,0,True,False,False,True,False,False
1402,0,30.0,1.0,0,3756,0,False,True,False,False,True,False
1403,0,43.0,1.0,1,2770,0,False,True,False,True,False,False
1404,1,80.0,1.0,1,6234,0,False,False,True,False,True,False
1405,0,26.0,5.0,1,348,1,False,True,False,False,True,False
1406,0,71.0,1.0,0,4567,0,True,False,False,False,True,False
1407,1,49.0,5.0,0,3664,0,False,True,False,True,False,False
1408,0,25.0,2.0,1,9900,1,False,True,False,False,True,False
1409,0,56.0,3.0,0,5374,1,False,True,False,False,False,True
1410,0,16.0,4.0,1,2345,1,False,True,False,True,False,False
1411,0,17.0,0.0,1,1001,0,False,False,True,True,False,False
1412,1,29.0,4.0,0,514,1,False,False,True,False,False,True
1413,0,11.0,2.0,0,8865,0,True,False,False,True,False,False
1414,1,54.0,1.0,0,1101,0,True,False,False,True,False,False
1415,1,44.0,2.0,0,4368,1,True,False,False,False,True,False
1416,1,58.0,1.0,1,5676,0,False,True,False,True,False,False
1417,1,55.0,3.0,0,4977,0,False,True,False,True,False,False
1418,0,76.0,2.5,1,2256,1,False,True,False,False,True,False
1419,1,13.0,0.0,0,4761,0,False,False,True,True,False,False
1420,0,78.0,5.0,0,5747,0,False,False,True,True,False,False
1421,0,42.0,0.0,0,6312,0,False,False,True,True,False,False
1422,0,7.0,2.5,0,7968,0,False,True,False,True,False,False
1423,0,83.0,5.0,0,2167,1,True,False,False,True,False,False
1424,1,5.0,2.5,0,7453,1,False,True,False,False,False,True
1425,0,2.0,4.0,0,50,1,False,False,True,False,False,True
1426,1,76.0,0.0,1,1275,0,False,False,True,True,False,False
1427,0,100.0,3.0,0,4223,0,False,False,True,True,False,False
1428,1,94.0,4.0,1,6621,1,False,True,False,True,False,False
1429,1,16.0,4.0,1,588,0,False,False,True,True,False,False
1430,0,73.0,4.0,0,7806,1,False,True,False,False,False,True
1431,0,100.0,3.0,0,2481,1,False,False,True,False,True,False
1432,0,7.0,2.0,1,4333,1,False,False,True,False,True,False
1433,1,2.0,2.0,0,9540,0,False,False,True,True,False,False
1434,1,30.0,3.0,0,2096,1,False,False,True,False,False,True
1435,0,68.0,5.0,0,7388,1,False,False,True,False,True,False
1436,1,55.0,1.0,0,6276,1,False,False,True,False,True,False
1437,0,27.0,3.0,1,8952,0,False,True,False,True,False,False
1438,0,42.0,2.0,0,8483,0,True,False,False,True,False,False
1439,0,100.0,4.0,1,5001,1,False,True,False,False,True,False
1440,1,58.0,0.0,1,3009,0,False,True,False,True,False,False
1441,1,27.0,4.0,0,1550,1,False,True,False,False,True,False
1442,0,80.0,2.0,1,9481,1,False,False,True,False,False,True
1443,0,37.0,4.0,0,3438,0,False,True,False,True,False,False
1444,0,100.0,2.0,1,1738,1,False,False,True,False,False,True
1445,1,44.0,1.0,0,5391,0,False,True,False,True,False,False
1446,1,33.0,2.0,0,2813,0,False,True,False,True,False,False
1447,1,65.0,5.0,1,7229,0,False,False,True,True,False,False
1448,1,45.0,2.0,1,5580,1,False,False,True,False,True,False
1449,0,28.0,2.0,0,9409,0,False,True,False,True,False,False
1450,1,88.0,3.0,0,2034,1,False,False,True,False,True,False
1451,1,29.0,1.0,1,2764,0,False,True,False,True,False,False
1452,0,51.0,5.0,0,387,0,False,False,True,True,False,False
1453,1,20.0,2.5,1,8851,1,False,True,False,False,True,False
1454,1,48.0,4.0,0,8957,0,False,True,False,True,False,False
1455,1,63.0,0.0,0,9853,1,True,False,False,False,True,False
1456,0,25.0,2.0,1,3658,1,False,False,True,False,False,True
1457,0,81.0,1.0,0,6039,0,False,False,True,True,False,False
1458,0,51.0,4.0,1,7862,1,False,True,False,False,True,False
1459,0,38.0,3.0,1,6167,0,False,True,False,True,False,False
1460,0,36.0,5.0,0,9561,0,False,True,False,True,False,False
1461,1,32.0,3.0,1,2412,1,False,True,False,False,True,False
1462,0,0.0,5.0,1,1845,0,False,False,True,True,False,False
1463,0,98.0,0.0,1,5107,1,False,True,False,False,True,False
1464,1,44.0,5.0,0,710,1,True,False,False,True,False,False
1465,1,54.0,0.0,0,5353,1,False,False,True,False,False,True
1466,1,52.0,0.0,0,9431,1,False,True,False,False,True,False
1467,1,93.0,4.0,1,297,1,False,True,False,False,True,False
1468,0,31.0,2.0,0,3126,1,False,False,True,False,True,False
1469,1,53.0,2.5,1,6684,1,False,False,True,False,False,True
1470,1,32.0,2.5,0,4898,0,True,False,False,True,False,False
1471,0,25.0,5.0,0,7972,0,False,True,False,True,False,False
1472,1,50.0,2.5,0,8778,0,False,True,False,True,False,False
1473,1,43.0,0.0,1,2514,0,False,False,True,True,False,False
1474,0,43.0,5.0,1,2164,0,False,False,True,True,False,False
1475,0,94.0,0.0,1,885,0,False,True,False,True,False,False
1476,0,38.0,5.0,1,7837,0,False,False,True,True,False,False
1477,0,20.0,1.0,1,5025,1,False,False,True,False,False,True
1478,1,74.0,3.0,0,241,1,False,True,False,False,True,False
1479,0,74.0,4.0,1,9670,1,False,True,False,False,True,False
1480,0,81.0,4.0,1,4863,1,False,True,False,False,True,False
1481,0,9.0,2.0,1,8565,0,False,True,False,True,False,False
1482,1,46.0,5.0,0,1546,0,False,True,False,True,False,False
1483,0,96.0,1.0,1,8716,0,False,False,True,True,False,False
1484,1,55.0,0.0,0,2090,1,False,True,False,False,False,True
1485,0,64.0,0.0,0,7135,1,False,True,False,False,False,True
1486,1,5.0,5.0,1,3,1,False,False,True,False,True,False
1487,0,48.0,2.5,0,4006,0,False,True,False,True,False,False
1488,1,50.0,3.0,1,797,1,False,False,True,False,True,False
1489,1,86.0,4.0,0,419,1,False,True,False,False,True,False
1490,0,29.0,3.0,0,5874,0,True,False,False,True,False,False
1491,0,100.0,0.0,0,3224,0,False,False,True,False,True,False
1492,1,13.0,2.0,1,3505,0,False,False,True,True,False,False
1493,0,44.0,0.0,0,303,1,False,False,True,False,False,True
1494,1,4.0,5.0,0,1226,1,False,True,False,False,False,True
1495,0,12.0,2.0,0,3383,1,False,True,False,False,True,False
1496,1,69.0,0.0,1,3701,1,False,False,True,False,False,True
1497,0,74.0,2.5,0,5899,1,False,False,True,False,True,False
1498,0,11.0,5.0,1,8586,1,False,True,False,False,False,True
1499,0,83.0,4.0,0,7623,1,True,False,False,False,False,True
1500,0,16.0,2.5,1,1852,0,False,False,True,True,False,False
1501,1,50.0,0.0,0,1189,0,True,False,False,False,True,False
1502,1,81.0,4.0,0,4706,1,False,True,False,False,False,True
1503,0,41.0,0.0,1,9998,1,False,False,True,False,False,True
1504,1,72.0,0.0,1,9357,0,False,True,False,False,True,False
1505,0,20.0,5.0,0,8611,0,False,False,True,True,False,False
1506,1,45.0,0.0,0,6047,1,False,False,True,False,False,True
1507,0,24.0,1.0,0,1656,0,False,True,False,False,True,False
1508,0,46.0,0.0,1,5297,0,False,True,False,False,True,False
1509,1,95.0,0.0,0,4379,0,False,False,True,False,True,False
1510,1,30.0,3.0,1,5613,1,False,True,False,False,False,True
1511,0,34.0,0.0,1,927,0,False,True,False,False,True,False
1512,0,3.0,3.0,0,7611,0,False,True,False,True,False,False
1513,1,50.0,5.0,0,4213,0,False,False,True,True,False,False
1514,1,62.0,1.0,0,5350,1,False,True,False,False,True,False
1515,0,13.0,4.0,1,1731,1,False,True,False,True,False,False
1516,0,83.0,4.0,0,3025,1,False,True,False,False,False,True
1517,1,81.0,3.0,0,7500,1,False,True,False,False,False,True
1518,1,48.0,1.0,0,138,1,True,False,False,False,True,False
